businessName,instagramUrl,websiteUrl,listingUrl,city,neighborhood,businessType,dietaryTags,dohGrade,contactEmail,phone,address,googleRating,googleReviewCount
Grimaldi's Pizzeria,null,https://www.grimaldispizzeria.com/locations/1-front-street-brooklyn/,https://www.eatrealfoodnyc.com/restaurants/grimaldis-pizzeria,Brooklyn,DUMBO,Pizza restaurant,,A,jbertholdi@jba-re.com,17188584300,"1 Front St, Brooklyn, NY 11201",4.2,9512
Lombardi's,https://www.instagram.com/lombardis_pizza_nyc,http://www.firstpizza.com/,https://www.eatrealfoodnyc.com/restaurants/lombardis,Manhattan,SoHo,Pizza restaurant,,A,john@firstpizza.com,12129417994,"32 Spring St, New York, NY 10012",4.2,8903
Shake Shack Upper West Side,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/upper-west-side-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-upper-west-side,Manhattan,Upper West Side,Hamburger restaurant,,NA,ddykstra@shakeshack.com,16467478770,"366 Columbus Ave, New York, NY 10024",4.2,8404
Seafood City,null,https://seafoodcityci.com/,https://www.eatrealfoodnyc.com/restaurants/seafood-city,Bronx,Throgs Neck,Seafood restaurant,,A,jveneracion@seafoodcityci.com,17188853600,"459 City Island Ave, Bronx, NY 10464",4.2,7748
Gray's Papaya,https://www.instagram.com/grayspapayanyc,http://grayspapaya.nyc/,https://www.eatrealfoodnyc.com/restaurants/grays-papaya,Manhattan,Lincoln Square,Hot dog restaurant,,NA,info@grayspapaya.nyc,12127990243,"2090 Broadway, New York, NY 10023",4.2,6337
Eataly,null,https://www.eataly.com/us_en/stores/nyc-downtown/restaurants,https://www.eatrealfoodnyc.com/restaurants/eataly,Manhattan,Financial District,Italian restaurant,,NA,mejialexis@gmail.com,12128972895,"101 Liberty St, New York, NY 10007",4.2,6243
Joe's Shanghai,https://www.instagram.com/saucychickgoatmafia,https://order.toasttab.com/online/joes-shanghai,https://www.eatrealfoodnyc.com/restaurants/joes-shanghai,Manhattan,Chinatown,Shanghainese restaurant,,NA,l.pumagualle@elcaz.com,12122338888,"46 Bowery, New York, NY 10013",4.2,6107
Blend on the Water,null,http://www.blendonthewater.com/,https://www.eatrealfoodnyc.com/restaurants/blend-on-the-water,Queens,Long Island City,Latin American restaurant,,A,nicholas@blendnewyorkcity.com,17186069851,"45-40 Center Blvd, Long Island City, NY 11109",4.2,5876
Lafayette Grand Café & Bakery,https://www.instagram.com/lafayette380,http://www.lafayetteny.com/,https://www.eatrealfoodnyc.com/restaurants/lafayette-grand-caf-bakery,Manhattan,SoHo,French restaurant,,NA,sima@simatabrizi.com,12125333000,"380 Lafayette St, New York, NY 10003",4.2,5392
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/unionsquare%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-flatiron,Manhattan,Flatiron District,Grocery store,whole-foods,NA,crid142@gmail.com,12126735388,"4 Union Sq E, New York, NY 10003",4.2,5315
SARAVANAA BHAVAN,https://www.instagram.com/saravanaabhavan.us,https://www.saravanaabhavan.us/,https://www.eatrealfoodnyc.com/restaurants/saravanaa-bhavan-kips,Manhattan,Kips Bay,Vegetarian restaurant,vegetarian,NA,hsbcalifornia@saravanabhavan.com,12126847755,"81 Lexington Ave, New York, NY 10016",4.2,5087
Shake Shack Fulton Transit CTR - Manhattan,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/fulton-transit-ctr-manhattan-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-fulton-transit-ctr-manhattan,Manhattan,Financial District,Hamburger restaurant,,NA,ddykstra@shakeshack.com,16463743450,"200 Broadway, Space LL2010 #2010, New York, NY 10038",4.2,5035
Las Palmas,https://instagram.com/laspalmaswny,http://laspalmasrestaurantnj.com/,https://www.eatrealfoodnyc.com/restaurants/las-palmas,Manhattan,Hell's Kitchen,Cuban restaurant,,NA,info@laspalmaswny.com,12018611400,"6153 Bergenline Ave, West New York, NJ 07093",4.2,4976
New Horizons Shopping Mall,null,https://new-horizons-shopping-mall.website/,https://www.eatrealfoodnyc.com/restaurants/new-horizons-shopping-mall,Bronx,Belmont,Shopping mall,vegetarian,NA,,13477785814,"961 E 174th St, Bronx, NY 10460",4.2,4913
Metro Mall,https://www.instagram.com/consulenzaverysocial/&h=AT2Lq_YmQAZpsI5LBDpPsy-2m9f-9gHVX7pEn0jdgqXFKVnSP341p9cZwaI2Y_0mz1MNaG9clRrJJ9iJNYSNX7rW9YqOU9HH_I9OulpR3jJlH6HRRX0oynQ1lkRMAQ1oWgPuHw5FldSOFw,https://amzn.to/4klD23R,https://www.eatrealfoodnyc.com/restaurants/metro-mall,Queens,Ridgewood,Shopping mall,,NA,politano@amazon.com,17183867436,"65-03 Metropolitan Ave, Queens, NY 11379",4.2,4761
Pershing Square,https://instagram.com/pershingsquarenyc,https://pershingsquare.com/,https://www.eatrealfoodnyc.com/restaurants/pershing-square,Manhattan,Murray Hill,American restaurant,,NA,katiemcshane@pershingsquare.com,12122869600,"90 E 42nd St, New York, NY 10017",4.2,4761
Brooklyn Diner,https://www.instagram.com/brooklyndinerus,http://www.brooklyndiner.com/,https://www.eatrealfoodnyc.com/restaurants/brooklyn-diner,Manhattan,Midtown,Diner,,NA,info@brooklyndiner.com,12122655400,"155 W 43rd St, New York, NY 10036",4.2,4746
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/harlem%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-harlem,Manhattan,Harlem,Grocery store,whole-foods,NA,crid142@gmail.com,12126781940,"100 W 125th St, New York, NY 10027",4.2,4719
ALDI,https://www.instagram.com/aldiusa,https://www.aldi.us/stores/l/ny/rego-park/61-11-junction-boulevard/l545,https://www.eatrealfoodnyc.com/restaurants/aldi-rego,Queens,Rego Park,Supermarket,,NA,ericebartha@gmail.com,18559552534,"61-11 Junction Blvd, Rego Park, NY 11374",4.2,4622
Grand Central Oyster Bar,https://www.instagram.com/nyoysterbar,http://www.oysterbarny.com/,https://www.eatrealfoodnyc.com/restaurants/grand-central-oyster-bar,Manhattan,Murray Hill,Oyster bar restaurant,,NA,jpoccia@oysterbarny.com,12124906650,"89 E 42nd St, New York, NY 10017",4.2,4543
TAO Uptown,null,https://taorestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/tao-uptown,Manhattan,Midtown East,Pan-Asian restaurant,,A,alejandroalvarez@msn.com,12128882288,"42 E 58th St, New York, NY 10022",4.2,4351
Shake Shack Flatbush - Barclays Ctr,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/flatbush-barclays-ctr-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-flatbush-barclays-ctr,Brooklyn,Fort Greene,Hamburger restaurant,,NA,ddykstra@shakeshack.com,13474427711,"170 Flatbush Ave, Brooklyn, NY 11217",4.2,4247
Pio Pio 2,null,https://www.piopio.com/,https://www.eatrealfoodnyc.com/restaurants/pio-pio-2,Queens,Jackson Heights,Peruvian restaurant,,NA,ivtamara_2000@yahoo.com,17184264900,"84-02 Northern Blvd, Jackson Heights, NY 11372",4.2,4204
Life Pancake Company,null,https://dotlo.me/life-pancake-company-529422-web,https://www.eatrealfoodnyc.com/restaurants/life-pancake-company,Manhattan,Battery Park City,Pancake restaurant,,NA,,12014330471,"426 Jersey Ave, Jersey City, NJ 07302",4.2,4173
Singh's Roti Shop & Bar,https://www.instagram.com/SinghsRotiShop,http://singhsrotishopnyc.com/,https://www.eatrealfoodnyc.com/restaurants/singhs-roti-shop-bar,Queens,Richmond Hill,Caribbean restaurant,,B,singhsrotishopnyc@yahoo.com,17183235990,"131-18 Liberty Ave, Queens, NY 11419",4.2,4106
Schnipper's,https://www.instagram.com/schnippers,https://www.schnippers.com/location/schnippers-times-square/,https://www.eatrealfoodnyc.com/restaurants/schnippers,Manhattan,Midtown,American restaurant,whole-foods|low-calorie,NA,adam.lippman@nytimes.com,12129212400,"620 8th Ave, New York, NY 10018",4.2,4041
Skylight Diner,null,http://www.skylightdinernyc.com/,https://www.eatrealfoodnyc.com/restaurants/skylight-diner,Manhattan,Hudson Yards,Diner,,A,g_a_patterson@yahoo.com,12122440395,"402 W 34th St., New York, NY 10001",4.2,3992
Harlem Shake,https://www.instagram.com/harlemshakenyc,https://harlemshake.com/harlem-shake-124th-street/,https://www.eatrealfoodnyc.com/restaurants/harlem-shake-harlem,Manhattan,Harlem,Hamburger restaurant,,A,feedback@harlemshakenyc.com,12122228300,"100 W 124th St, New York, NY 10027",4.2,3991
Blue Bay Diner,null,https://www.bluebay1.com/,https://www.eatrealfoodnyc.com/restaurants/blue-bay-diner,Queens,Fresh Meadows,Diner,,A,hello@rfuenzalida.com,17182256333,"58-50 Francis Lewis Blvd, Flushing, NY 11365",4.2,3898
Bel Aire Diner,null,https://belairediner.nyc/%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/bel-aire-diner,Queens,Astoria,Diner,,A,info@belairediner.nyc,17187213160,"31-91 21st St, Astoria, NY 11106",4.2,3898
LongHorn Steakhouse,https://instagram.com/longhornsteaks,https://www.longhornsteakhouse.com/locations/ny/elmhurst/elmhurst/5453%3Fcmpid%3Dbr:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:elmhurst-ny-5453_pl:locurl_rd:1392,https://www.eatrealfoodnyc.com/restaurants/longhorn-steakhouse-rego,Queens,Rego Park,Steak house,,A,john.espy@loho.com,17183351371,"92-30 59th Ave, Elmhurst, NY 11373",4.2,3873
The Halal Guys,https://www.instagram.com/thehalalguys,https://thehalalguys.com/locations/307-e-14-street-new-york/,https://www.eatrealfoodnyc.com/restaurants/the-halal-guys-gramercy,Manhattan,Gramercy Park,Halal restaurant,halal,A,info@thehalalguysny.com,13473784417,"307 E 14th St, New York, NY 10003",4.2,3791
Tom's Restaurant,null,https://www.tomsrestaurant.net/,https://www.eatrealfoodnyc.com/restaurants/toms-restaurant-morningside,Manhattan,Morningside Heights,American restaurant,,A,t.decopo@tomsrestaurant.net,12128646137,"2880 Broadway, New York, NY 10025",4.2,3717
Dallas BBQ,https://www.instagram.com/dallasbbq,https://dallasbbq.com/,https://www.eatrealfoodnyc.com/restaurants/dallas-bbq-upper,Manhattan,Upper East Side,Barbecue restaurant,,NA,gattita039@hotmail.com,12127729393,"1265 3rd Ave, New York, NY 10021",4.2,3606
Jollibee,null,https://locations.jollibeefoods.com/usa/ny/new-york/609-8th-ave%3Futm_medium%3Dorganic%26utm_source%3Dlocal%26utm_campaign%3Dgooglelistings%26utm_content%3Dwebsite%26utm_term%3D3037,https://www.eatrealfoodnyc.com/restaurants/jollibee-midtown,Manhattan,Midtown,Chicken restaurant,,A,,12129942711,"609 8th Ave, New York, NY 10018",4.2,3475
H Mart Bayside,null,http://www.hmart.com/,https://www.eatrealfoodnyc.com/restaurants/h-mart-bayside,Queens,Bayside,Korean grocery store,,NA,kevinsoewin10@gmail.com,17182297400,"46-40 Francis Lewis Blvd, Bayside, NY 11361",4.2,3466
Atlantic Diner,null,http://atlanticdinerny.com/,https://www.eatrealfoodnyc.com/restaurants/atlantic-diner,Queens,Richmond Hill,Diner,,A,jontonmook@aol.com,17188496673,"111-16 Atlantic Ave, South Richmond Hill, NY 11419",4.2,3401
Stop & Shop,null,https://stores.stopandshop.com/ny/brooklyn/1710-avenue-y%3Fy_source%3D1_NDE5NTQyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,https://www.eatrealfoodnyc.com/restaurants/stop-shop-sheepshead,Brooklyn,Sheepshead Bay,Grocery store,whole-foods,NA,jean.limerick1@verizon.net,17186480202,"1710 Ave Y, Brooklyn, NY 11235",4.2,3395
Memo Shish Kebab,null,https://www.memoshishkebab.com/,https://www.eatrealfoodnyc.com/restaurants/memo-shish-kebab,Brooklyn,Sheepshead Bay,Turkish restaurant,halal,A,,17183398001,"1821 Kings Hwy, Brooklyn, NY 11229",4.2,3386
Five Guys,https://www.instagram.com/fiveguysuk,https://restaurants.fiveguys.com/43-w-55th-street,https://www.eatrealfoodnyc.com/restaurants/five-guys-midtown,Manhattan,Midtown East,Fast food restaurant,,NA,ray@c21bp.com,12124599600,"43 W 55th St, New York, NY 10019",4.2,3332
Rocca Cafe & Lounge,null,https://roccacafe.com/,https://www.eatrealfoodnyc.com/restaurants/rocca-cafe-lounge,Brooklyn,Sheepshead Bay,Mediterranean restaurant,halal,NA,,17187692525,"2712 Emmons Ave, Brooklyn, NY 11235",4.2,3269
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/chelsea%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-chelsea,Manhattan,Chelsea,Grocery store,whole-foods,NA,crid142@gmail.com,12129245969,"250 7th Ave, New York, NY 10001",4.2,3224
90 - 30 Metropolitan Avenue,https://www.instagram.com/regencycenters,https://www.regencycenters.com/property/detail/80004/90-30-Metropolitan-Avenue,https://www.eatrealfoodnyc.com/restaurants/90-30-metropolitan-avenue,Queens,Rego Park,Restaurant,whole-foods|low-calorie,NA,kathryn.kearney@equityone.com,12036355560,"90-30 Metropolitan Ave, Rego Park, NY 11374",4.2,3223
Rosie O'Grady's,https://www.instagram.com/rosieogradysnewyork,http://www.rosieogradys.com/,https://www.eatrealfoodnyc.com/restaurants/rosie-ogradys,Manhattan,Midtown,Restaurant,,A,paulyoung321@gmail.com,12125822975,"148 W 51st St, New York, NY 10019",4.2,3178
Shake Shack Grand Central Terminal,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/grand-central-terminal-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-grand-central-terminal,Manhattan,Murray Hill,Hamburger restaurant,,NA,ddykstra@shakeshack.com,16465175804,"Lower Level Dining Concourse, 89 E 42nd St, New York, NY 10017",4.2,3098
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/bowery%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-soho,Manhattan,SoHo,Grocery store,whole-foods,NA,crid142@gmail.com,12124201320,"95 E Houston St, New York, NY 10002",4.2,3096
Applebee's Grill + Bar,https://www.instagram.com/applebees,https://restaurants.applebees.com/en-us/ny/bronx/610-exterior-street-76043%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_my_business%26utm_term%3D76043%26utm_content%3Dwebsite,https://www.eatrealfoodnyc.com/restaurants/applebees-grill-bar-concourse,Bronx,Concourse,Restaurant,,NA,comments@applemetro.com,13472265700,"610 Exterior St, Bronx, NY 10451",4.2,3064
Asian Jewels,null,http://www.asianjewelsny.com/,https://www.eatrealfoodnyc.com/restaurants/asian-jewels,Queens,Flushing,Chinese restaurant,,NA,asianjewelsdimsum@gmail.com,17183598600,"133-30 39th Ave, Flushing, NY 11354",4.2,3025
Nargis Cafe,https://www.instagram.com/nargiscafe,http://nargiscafe.com/,https://www.eatrealfoodnyc.com/restaurants/nargis-cafe,Brooklyn,Sheepshead Bay,Uzbeki restaurant,halal,A,chef@nargiscafe.com,17188727888,"1655 Sheepshead Bay Rd, Brooklyn, NY 11235",4.2,3012
Lucali,null,https://www.lucali.com/,https://www.eatrealfoodnyc.com/restaurants/lucali,Brooklyn,Carroll Gardens,Pizza restaurant,,A,info@lucali.com,17188584086,"575 Henry St, Brooklyn, NY 11231",4.2,3004
Caridad & Louie's Restaurant,null,https://www.caridadlouies.com/,https://www.eatrealfoodnyc.com/restaurants/caridad-louies-restaurant-pelham,Bronx,Pelham Bay,Spanish restaurant,,A,,17188623939,"1660 E Gun Hill Rd, Bronx, NY 10469",4.2,2983
Brooklyn Crab,https://www.instagram.com/brooklyn_crab,https://www.brooklyncrab.com/%3Futm_source%3DGBL%26utm_medium%3DGBL%26utm_campaign%3DCustomAudience%26utm_term%3DGBL%26utm_content%3DGBL,https://www.eatrealfoodnyc.com/restaurants/brooklyn-crab,Brooklyn,Red Hook,Seafood restaurant,,A,valerie.brooklyncrab@gmail.com,17186432722,"24 Reed St, Brooklyn, NY 11231",4.2,2976
Applebee's Grill + Bar,https://www.instagram.com/applebees,https://restaurants.applebees.com/en-us/ny/fresh-meadows/61-48-188th-street-94039%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_my_business%26utm_term%3D94039%26utm_content%3Dwebsite,https://www.eatrealfoodnyc.com/restaurants/applebees-grill-bar-fresh,Queens,Fresh Meadows,Restaurant,,NA,comments@applemetro.com,17182641222,"61-48 188th St, Fresh Meadows, NY 11365",4.2,2966
Tamarind Tribeca,https://www.instagram.com/tamarindtribecanyc,http://www.tamarindtribeca.com/,https://www.eatrealfoodnyc.com/restaurants/tamarind-tribeca,Manhattan,Tribeca,Indian restaurant,vegetarian,A,tamarindnyc@gmail.com,12127759000,"99 Hudson St, New York, NY 10013",4.2,2957
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/midtown-east%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-midtown-mn-0665,Manhattan,Midtown East,Grocery store,whole-foods,NA,crid142@gmail.com,16464971222,"226 E 57th St, New York, NY 10022",4.2,2953
Dave & Buster's Staten Island,https://www.instagram.com/daveandbusters,https://www.daveandbusters.com/us/en/about/locations/staten-island,https://www.eatrealfoodnyc.com/restaurants/dave-busters-staten-island,Staten Island,Great Kills,Restaurant,,NA,dnatale@broadlawns.org,19294642700,"2655 Richmond Ave, Staten Island, NY 10314",4.2,2925
Whole Foods Market,https://www.instagram.com/wholefoodsuk,https://www.wholefoodsmarket.com/stores/upperwestside%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlistings,https://www.eatrealfoodnyc.com/restaurants/whole-foods-market-upper,Manhattan,Upper West Side,Grocery store,whole-foods,NA,crid142@gmail.com,12122226160,"808 Columbus Ave, New York, NY 10025",4.2,2920
Ajo y Oregano,null,https://www.ajoyoregano.com/,https://www.eatrealfoodnyc.com/restaurants/ajo-y-oregano,Bronx,Parkchester,Dominican restaurant,,NA,webmaster@ajoyoregano.com,13476571201,"1556 White Plains Rd, Bronx, NY 10462",4.2,2911
Bond 45 NY,https://www.instagram.com/bond45nyc,http://www.bond45ny.com/,https://www.eatrealfoodnyc.com/restaurants/bond-45-ny,Manhattan,Midtown,Italian restaurant,,NA,btuminello@thefiremangroup.com,12128694545,"221 W 46th St, New York, NY 10036",4.2,2858
White Castle,https://www.instagram.com/whitecastle,http://www.whitecastle.com/,https://www.eatrealfoodnyc.com/restaurants/white-castle-soundview,Bronx,Soundview,Fast food restaurant,,A,margaretsvogel@yahoo.com,17188934494,"1677 Bruckner Blvd, Bronx, NY 10472",4.2,2832
BLVD Bistro NY,https://www.instagram.com/blvdbistro,http://www.boulevardbistrony.com/,https://www.eatrealfoodnyc.com/restaurants/blvd-bistro-ny,Manhattan,Morningside Heights,Soul food restaurant,,NA,info@redpeppernyc.com,12126786200,"2149 Frederick Douglass Blvd, New York, NY 10026",4.2,2793
Molos,https://www.instagram.com/molosrestaurant,https://molosrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/molos,Manhattan,Hell's Kitchen,Seafood restaurant,,NA,eliana@molosrestaurant.com,12012231200,"1 County Rd 682, Weehawken Township, NJ 07086",4.2,2787
IHOP,https://www.instagram.com/ihop,https://restaurants.ihop.com/en-us/ny/flushing/breakfast-15517-northern-blvd-4639%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_my_business%26utm_term%3D4639%26utm_content%3Dwebsite,https://www.eatrealfoodnyc.com/restaurants/ihop-flushing,Queens,Flushing,Breakfast restaurant,,A,ronnie.howard@ihop.com,17183535576,"155-17 Northern Blvd, Flushing, NY 11354",4.2,2760
Shake Shack 1700 Broadway - 53rd & 7th,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/1700-broadway-53rd-7th-ny%3Futm_source%3Dgoogle%26utm_medium%3Dlisting,https://www.eatrealfoodnyc.com/restaurants/shake-shack-1700-broadway-53rd-7th,Manhattan,Midtown,Hamburger restaurant,,NA,ddykstra@shakeshack.com,19179426038,"1700 Broadway, New York, NY 10019",4.2,2726
Mama's TOO! Upper West Side,null,http://mamastoo.com/,https://www.eatrealfoodnyc.com/restaurants/mamas-too-upper-west-side,Manhattan,Morningside Heights,Pizza restaurant,,NA,help@mamastoo.com,12125107256,"2750 Broadway, New York, NY 10025",4.2,2683
ShopRite of Forest & Richmond,null,https://preview.shoprite.com/,https://www.eatrealfoodnyc.com/restaurants/shoprite-of-forest-richmond,Staten Island,Port Richmond,Grocery store,,NA,,17189828662,"985 Richmond Ave, Staten Island, NY 10314",4.2,2631
Wolfgang's Steakhouse - Times Square New York City,https://www.instagram.com/wolfgangssteakhouse,https://wolfgangssteakhouse.net/,https://www.eatrealfoodnyc.com/restaurants/wolfgangs-steakhouse-times-square-new-york-city,Manhattan,Midtown,Steak house,,NA,jamesvuceti@gmail.com,12129213720,"Times Building, 250 W 41st St, New York, NY 10036",4.2,2626
Arlo SoHo,https://www.instagram.com/arlohotels,https://www.arlohotels.com/soho,https://www.eatrealfoodnyc.com/restaurants/arlo-soho,Manhattan,SoHo,Hotel,,NA,priya.singh@omnihotels.com,12123427000,"231 Hudson St, New York, NY 10013",4.2,2569
Western Beef Supermarket,https://www.instagram.com/westernbeef,http://www.westernbeef.com/western-beef---bruckner-blvd.html,https://www.eatrealfoodnyc.com/restaurants/western-beef-supermarket-soundview,Bronx,Soundview,Supermarket,,NA,cathy@westernbeef.com,17184173770,"1851 Bruckner Blvd, Bronx, NY 10472",4.2,2501
Chick-fil-A,https://www.instagram.com/chickfila,https://www.chick-fil-a.com/locations/ny/flatbush-and-atlantic-in-line%3Futm_source%3Dgoogle%26utm_medium%3Dgmb,https://www.eatrealfoodnyc.com/restaurants/chick-fil-a-fort,Brooklyn,Fort Greene,Fast food restaurant,,A,Brandon.Barrett@chick-fil-a.Com,19178100455,"166 Flatbush Ave, Brooklyn, NY 11217",4.2,2479
Bourbon Street,https://www.instagram.com/bourbonstreetny,https://bourbonstreetny.com/%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/bourbon-street,Queens,Bayside,Cajun restaurant,,A,lara@bourbonstreetny.com,17182242200,"40-12 Bell Blvd, Bayside, NY 11361",4.2,2428
The Oasis Cafe,https://www.instagram.com/oasis.cafe,https://theoasiscafe.com/,https://www.eatrealfoodnyc.com/restaurants/the-oasis-cafe-bayside,Queens,Bayside,Restaurant,,A,info@oasiscafenyc.com,17183574843,"196-30 Northern Blvd, Flushing, NY 11358",4.2,2427
Pollos Mario,null,https://themenustar6.com/webspace/menus.php%3Fcode%3Dorderpollosmariowoodhaven.com,https://www.eatrealfoodnyc.com/restaurants/pollos-mario-rego,Queens,Rego Park,Colombian restaurant,,NA,support@themenustar6.com,17185652055,"63-20 Woodhaven Blvd, Rego Park, NY 11374",4.2,2405
Hudson & Co.,https://www.instagram.com/hudsonandconj,https://www.hudsonandconj.com/,https://www.eatrealfoodnyc.com/restaurants/hudson-co,Manhattan,Battery Park City,American restaurant,,NA,info@hudsonandconj.com,12016857330,"3 2nd St, Jersey City, NJ 07302",4.2,2349
Ulysses',https://www.instagram.com/ulyssesnyc,https://www.ulyssesnyc.com/,https://www.eatrealfoodnyc.com/restaurants/ulysses,Manhattan,Financial District,Restaurant,,NA,info@ulyssesnyc.com,12124820400,"58 Stone St, New York, NY 10004",4.2,2322
Fairway Market of 74th Street,null,https://www.fairwaymarket.com/,https://www.eatrealfoodnyc.com/restaurants/fairway-market-of-74th-street,Manhattan,Lincoln Square,Grocery store,whole-foods,NA,dehliah.martinez@fairwaymarket.com,17185694500,"2131 Broadway, New York, NY 10023",4.2,2321
Petco,null,https://stores.petco.com/ny/regopark/pet-supplies-regopark-ny-3789.html,https://www.eatrealfoodnyc.com/restaurants/petco,Queens,Rego Park,Pet store,,NA,LANCER@PETCO.COM,17182891000,"Rego Park, 61-35 Junction Blvd, Rego Park, NY 11374",4.2,2316
Benares Tribeca Indian Restaurant,https://www.instagram.com/benares_nyc,http://www.benaresnyc.com/,https://www.eatrealfoodnyc.com/restaurants/benares-tribeca-indian-restaurant,Manhattan,Tribeca,Indian restaurant,vegetarian,NA,inder@benaresnyc.com,12127664900,"45 Murray St, New York, NY 10007",4.2,2302
Miller's Ale House,null,https://millersalehouse.com/locations/staten-island/%3Futm_source%3Dgmb%26utm_medium%3Dorganic,https://www.eatrealfoodnyc.com/restaurants/millers-ale-house-great,Staten Island,Great Kills,Restaurant,,A,monicabarriosp@gmail.com,17184770112,"2883 Richmond Ave, Staten Island, NY 10314",4.2,2297
Jamaican Flavors,null,http://www.jamaicanflavors.com/,https://www.eatrealfoodnyc.com/restaurants/jamaican-flavors-st-albans,Queens,St. Albans,Jamaican restaurant,,A,info@jamaicanflavors.com,17189774155,"134-41 Springfield Blvd, Springfield Gardens, NY 11413",4.2,2273
Stop & Shop,null,https://stores.stopandshop.com/ny/arverne/70-20-rockaway-beach-blvd%3Fy_source%3D1_NDE5NTc4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,https://www.eatrealfoodnyc.com/restaurants/stop-shop-far,Queens,Far Rockaway,Grocery store,whole-foods,NA,jean.limerick1@verizon.net,17183186281,"70-20 Rockaway Beach Blvd, Arverne, NY 11692",4.2,2256
Rockaway Fish House,null,http://rockawayfishhouse.site/,https://www.eatrealfoodnyc.com/restaurants/rockaway-fish-house,Queens,South Ozone Park,Soul food restaurant,,NA,support@rockawayfishhouse.site,17185293576,"141-22 Rockaway Blvd, Jamaica, NY 11436",4.2,2233
El Rey II,https://www.instagram.com/restauranteelreyii,https://elreyii.com/,https://www.eatrealfoodnyc.com/restaurants/el-rey-ii,Brooklyn,East New York,Dominican restaurant,,NA,bookeeperelrey@gmail.com,17182355522,"1064 Liberty Ave, Brooklyn, NY 11208",4.2,2231
Blend Astoria,null,http://www.blendastoria.com/,https://www.eatrealfoodnyc.com/restaurants/blend-astoria,Queens,Astoria,Latin American restaurant,,A,,17186066383,"37-17 30th Ave., Astoria, NY 11103",4.2,2216
Noches de Colombia,null,http://nochesrestaurantes.com/nochesdecolombiaunioncity,https://www.eatrealfoodnyc.com/restaurants/noches-de-colombia-hudson,Manhattan,Hudson Yards,Colombian restaurant,,NA,jane@nochesrestaurantes.com,12017668080,"2821 Bergenline Ave, Union City, NJ 07087",4.2,2176
Glen Oaks Shopping Center,null,https://feilorg.com/,https://www.eatrealfoodnyc.com/restaurants/glen-oaks-shopping-center,Queens,Bayside,Shopping mall,,NA,vlucarelli@feilorg.com,12125636557,"255-01 Union Tpke, Glen Oaks, NY 11004",4.2,2142
Mike's Unicorn Diner,null,http://mikesdinersi.com/,https://www.eatrealfoodnyc.com/restaurants/mikes-unicorn-diner,Staten Island,Willowbrook,Diner,,A,,17184942173,"2944 Victory Blvd, Staten Island, NY 10314",4.2,2135
